FileName_,DataCount_,bed,facies,lkoc,ohiti,pixel,Area(mm^2),phi,PSI,perim,elongation,convex hull,convex area,Cp(Glasby&Horgan),Ca(Sochan et al),"Circ.(Cox, 1927)",Circ.(Blott&Pye),FPS1,FPS2,FPS3,FPS4,FPS5,FPS6,FPS7,FPS8,FPS9,FPS10,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3,a4,b4,c4,d4,a5,b5,c5,d5,a6,b6,c6,d6,a7,b7,c7,d7,a8,b8,c8,d8,a9,b9,c9,d9,a10,b10,c10,d10,Xam1,Yam1,Xam2,Yam2,Xam3,Yam3,Xam4,Yam4,Xam5,Yam5,Xam6,Yam6,Xam7,Yam7,Xam8,Yam8,Xam9,Yam9,Xam10,Yam10,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
O7E_Ta_4_06,6,O7E,Ta,Loc4,O7E_Ta_4_06,17853.5,11.961867993368475,-3.5803707966586407,3.5803707966586407,14.130641269313559,0.6569736955588443,13.302841164923828,12.397703831141811,0.9414180794337051,0.03643543282829696,0.7528095623861871,16.692628842980472,0.7625550209917189,5.113285907628931,5.986245543926582,6.566442564444298,8.384800092217457,9.71346449690067,9.131689350167385,10.665564096026163,11.24269347683505,11.662262715914395,1.0,1.6071582360792999e-16,2.0089477950991247e-16,-0.7246447695136133,0.0011397431966732462,0.042366456215908364,-0.0996577312124364,0.017455197205634862,0.04388327932531369,-0.00012574713704986806,-0.03239875314364173,-0.04528494239326443,-0.013689405894833171,0.023087108032185662,0.04067752300650203,-0.02094065243697525,0.00745985470528336,0.01240814983075412,-0.007912748620800008,-0.013579380888021962,-0.006366170522461465,-0.006153803664711482,0.005451528182601724,0.0035792683063833775,-0.0055169927143523725,0.006749764096460172,0.01133536761637827,-0.0034464853814222037,-0.0016052085333987,-0.005956879555369524,0.0011587868315907903,0.002695502754494928,-0.003404243803669241,-0.0015892762739720414,0.0021936163556509204,0.0026979140049886684,-0.0012872233523137176,-0.0027036145321948342,-0.0011786074774273393,0.0026210648398253037,0.5,1.3372946151362846,7.015220437375964,5.27495761256086,6.945582794409517,6.469369642779123,7.928831148959834,6.862221935151347,9.163401375177516,8.999224155802661,10.14686663485867,10.758440478504646,10.177970136545975,9.564384347928485,10.869464752727316,12.355905093291364,11.861442705788793,12.01622178074201,12.315165060800265,12.397342541911822,0.6023387701737081,-0.8144222057207599,-0.9500511716725965,-0.0525014333562559,0.7208425188769848,0.09361628679548974,-0.06991200222777891,-0.4062539753171349,-0.27027506097663023,-0.004985238633349431
O7E_Ta_4_06,7,O7E,Ta,Loc4,O7E_Ta_4_06,100579.5,67.3883945354695,-6.074428250274104,6.074428250274104,31.23462312379925,0.7633344024467551,29.836403825758246,67.67750009119462,0.9552349553731088,0.00429013864654315,0.8680054132093178,14.47729521397445,0.8322034887182387,8.192921160953423,6.975376261083451,9.670308919106905,9.550542763074484,8.9209301599306,10.453367584522377,10.266041532924117,14.861160705944854,11.748101948570968,1.0,2.1558127040708927e-16,2.87441693876119e-16,-0.8151116349534445,0.007797812050800166,-0.010538145213854079,0.0104199715277154,0.016515907732288043,0.03062494605390575,0.0021141138866252497,-0.0009683471905086503,-0.03042917661806816,0.0053496421417473655,-0.009518609275203515,0.002329739080892536,0.0012690242458069374,-0.004437806749024215,0.0038884034008421936,-0.0027673677105339765,-0.009992653425279273,-0.004050721380090524,-0.0007870706273763774,-0.008380190593581539,-0.013411654784564528,-0.003010777782852006,-0.0002171920154027221,0.0031852456823843584,0.006200335290861946,-0.006331699161441483,0.00423235109217101,-7.931148489636078e-05,0.0034029655359396178,-7.690667312350672e-05,-0.00012521009170142136,-0.0007177316244135098,0.00040767094060162014,-0.00203823871335404,0.0029939361247519262,0.0009566757467195947,0.001332414247492207,0.5,1.102007579997043,9.361986988509155,8.564937488688061,7.660273768856949,7.6768417380457326,9.727665458408172,12.557318536130264,10.958643598582404,9.831060417340817,11.673809034069576,8.986796586985816,12.29907042577267,10.625241064890762,10.448159384019652,12.05882015354975,18.34408072006752,14.892359964693915,11.934667025905773,13.518909796291236,3.879078328367726,1.2524616577388994,1.2494030535121041,2.991977984615304,-0.4621133793870951,0.7129073515141298,-0.08450917018540959,-0.9494491859371781,0.30467554513178713,0.024524972107720255
O7E_Ta_4_06,8,O7E,Ta,Loc4,O7E_Ta_4_06,22216.5,14.8850836124385,-3.895795420387503,3.895795420387503,18.408160698218428,0.3141207949983173,17.235443433674376,16.384546494739375,0.936293620869056,0.10073593950442247,0.5520016153518884,22.765097537528767,0.5874972864222325,6.061495870122601,4.734091352868498,9.46897790160183,8.439301915045624,8.846190197898379,11.406775575113432,9.890826180269531,11.680510606658897,10.706298888809359,1.0,1.1229014295723403e-16,-2.2458028591446806e-16,-0.4183235265251829,0.01892540999345677,-0.0027894635977625737,0.025130591469402202,0.06053366168261087,0.0751924970723144,0.0016491866725725536,0.03400314079122962,-0.10376907147321912,0.00787471217803256,-0.003414992960630341,0.005378967708860646,-0.007198194560137273,0.013637068979339232,0.0016042221436501154,-0.006245295752773562,-0.014312761806134541,-0.0013010777562572613,-0.003021783012470712,0.007146547873782831,-0.015031997405243759,0.0027543839279338,0.001015520301946072,-0.0032156931343085,-0.0018114017103363148,-0.004903536327284396,-0.002507788771625685,-0.0019239270247627808,-0.008199940149040333,-0.0007433018604219228,0.0007034727275955191,0.0014851297710523795,-0.003696093913722197,-0.004652963591087514,-0.001999972582757204,-0.004084826061897949,0.0015719376139816958,0.4999999999999999,2.4361474984168012,8.606154876520007,6.143248171617487,5.868073897742855,5.12232967824231,10.209017707862195,10.117333231611966,9.269330691377512,9.012068084018546,12.126894073980827,8.884517162280257,12.354814875046692,11.896981994083221,11.096399321746222,10.246816048657223,14.462374013634477,11.744433863276688,11.264115706410905,11.556000421639668,-0.48871189039176594,0.6558030933253867,2.9350063509024817,0.5680849854778908,0.022578423628930536,-0.16222942405202487,0.483008844163393,-0.09218521082630206,0.20418629889011453,0.44243283485855484
O7E_Ta_4_06,9,O7E,Ta,Loc4,O7E_Ta_4_06,27576.5,18.47629051553621,-4.207603230860487,4.207603230860487,20.233259891208853,0.3372945176272137,19.251380244445144,18.812296161413734,0.9514719994680478,0.01818577411926828,0.5671434574343571,22.157305086806264,0.5841869192316321,7.215824648523104,5.229146565483342,9.186401719394986,7.742338497342536,10.192024374582914,8.837470870027712,10.988254473885958,9.771794705884899,12.470483911296187,1.0,1.9749879025874576e-16,3.2093553417046184e-16,-0.4103338134534665,-0.008863510877649364,-0.01368003519187882,0.02185106870083767,-0.02695467096404752,0.09150422375859273,0.0020662110066701133,-0.0032830903520759892,-0.04825061032135855,-0.004588848115518571,-0.009785131615328927,-0.00028230891856243737,0.009378671034217977,0.02833623937082648,0.00034583178942903343,-0.004998266294010732,0.0063297687813825285,0.0007253415645863079,-0.007499437880581378,-0.003335476627020857,0.0026538326869897247,0.016301950870412668,-0.0008107593583649754,0.004748412192628186,0.0011918977868441225,0.0016869187807515694,-0.003696540257714555,-0.003955529775979827,-0.0012813019231134855,0.009547175870478087,-0.0004060798921626289,0.0019671334318265518,-0.0043465740377378785,0.0005822401640329709,-0.0016207691288810282,-0.0019389567629143844,-0.0009752579799686187,0.5,2.474715723346029,8.926270360434389,7.4152336027554115,5.47537772452191,6.751221692543238,9.748140493599204,10.030875924282423,7.820225740755266,10.333522459663076,10.469690431875806,11.608983149790262,8.92361776121613,11.331936517147659,11.704685129930533,11.658647986813488,9.994359448323065,11.383551209849037,13.421478499552322,12.958825158170802,-1.3611613454971434,2.3634985132671873,-0.5541053493717512,-0.4331352891940505,0.06690091766381262,0.28439805426463416,-0.16280541005391194,0.1390683747891763,0.43177512856021494,0.25208871100287794
O7E_Ta_4_06,10,O7E,Ta,Loc4,O7E_Ta_4_06,38122.0,25.5417890969946,-4.674787678305494,4.674787678305494,20.827653935698216,0.551251097741866,19.75816834682633,26.40374575386684,0.9486506933438716,0.03374691779025238,0.7399126844427157,16.983585872465287,0.6936224375601849,5.971827447429102,5.361875719234403,7.821216325994141,8.671347260157992,10.578136157279687,10.066009945687584,10.554641658047036,10.46860443580338,11.331082070161008,0.9999999999999998,1.5375687935123515e-16,2.8188761214393113e-16,-0.6222900249243679,-0.007095763830355856,0.008897255766226205,-0.05266549639847523,-0.04686139502418516,0.05350382466243326,-0.014757366443077046,0.04544093887877308,-0.06510664743401022,-0.0021941894270320265,0.01707977867222742,0.0007122130661866178,0.022477241814195574,-0.002174406536907789,-0.012951568051502422,-0.005126377856719455,-0.012004377211470043,0.0038959752206690493,0.005669919819925302,0.0011282171591896946,-0.0015277594957910235,-0.004126450447341379,-0.0065221251524592684,-0.005023066717925253,-0.0004503293667005356,0.0021418077693071613,0.006570985306576561,0.0009340929441813852,0.001872603746352444,-0.005941197529288947,-0.0021633832638498127,-0.003989733762618211,-0.0009660958337421805,0.003119310800521813,0.0013702675359774706,0.0031196047927865987,-0.0016275318129034592,0.4999999999999998,1.6418452143665796,9.644891729688927,5.997554079831741,6.47583030199038,5.759757056621792,8.816498193397093,8.282647597105957,9.358427711507204,9.370598199897042,10.651584944082018,13.225802674432433,10.421577668971768,11.272571042403335,10.642360640082517,13.031797520664055,10.820327054248546,11.684228944924028,12.056986225411762,11.992511348510273,-0.1622818677424277,0.6018698107168372,0.04694239500918284,-0.1592480880205482,1.591791366941026,0.0220888921269393,0.26713003020118914,0.35934381745842664,-0.08050264911992411,0.5177957601579861
O7E_Ta_4_06,11,O7E,Ta,Loc4,O7E_Ta_4_06,46646.0,31.252880074980588,-4.965917240771945,4.965917240771945,21.169223146668998,0.7977004126136275,20.222432903424746,31.38587533062703,0.9552751540911772,0.004255455987651643,0.876375176781539,14.339030756791614,0.8551474841824207,9.554656322234203,7.222834112627314,8.821464835168738,9.049834980410013,9.59476243665056,10.891449804702287,12.236493992708445,12.255656487094583,11.944560374130008,1.0,3.21728006631444e-16,4.02160008289305e-16,-0.8427899906648403,-0.006870063310175588,-0.005375911940209892,0.007903566160209324,-0.001782256521083303,0.0231467473999815,-0.011388649254895066,0.011949366237979216,-0.025518661577366826,0.004319195836995431,-0.012952654205799791,0.004774009425288838,0.009265328580505229,0.009201125780158408,-0.006046464832757943,-0.00895819461715275,0.005775042621647397,0.004795813499507404,-0.0038565061553760384,-0.008471394203435446,-0.005150904257163689,0.0008763996839105068,0.0008944712247210787,-0.0010941879446281072,-0.005870950674756961,-0.0018524219285845165,0.0005276685935830724,0.0009008270951365156,-0.002275736507251603,-0.0011165246677656954,-0.0010035098736086608,0.002569757874940765,-0.0008117504261413818,-0.0009173622759998967,-0.001055298173983726,-0.00032738815666137465,0.003305531427852571,0.5,1.0352221273803286,10.17663313918349,10.324429871811969,8.008159301272334,7.831587574355999,9.280619586590634,9.820641273643883,9.711046928333127,9.77597099209604,10.874433358818886,9.920671001827653,14.058757856051137,10.934479256531512,13.197652507501182,12.718488515439269,13.696102443393364,12.5259206332758,13.838161268667372,12.107701607150828,3.643700443370018,2.2231265440844403,-0.46037391878623063,1.3580499753170114,-0.33432884986311334,-0.517940233386009,0.09396272868451494,1.295930739065649,-0.022481898706900205,-0.2355167514389957
O7E_Ta_4_06,12,O7E,Ta,Loc4,O7E_Ta_4_06,2626688.0,1759.8843428887924,-10.78126490476131,10.78126490476131,178.6801073086272,0.4928314020011922,170.06281467734792,1785.1956515427523,0.9517725125584632,0.0143823704985137,0.6926942495292685,18.141294839532517,0.6459946716243506,8.4672820591822,5.366248893974963,8.42172046402489,8.140514892587163,9.885453339850717,8.744108956895637,10.899565607923037,11.211650986158798,12.69256480139281,1.0,1.844366520164964e-16,9.22183260082482e-17,-0.5403603827527527,0.0011093267091800056,-0.0036372552846454095,0.01720764726258977,0.010483688019883208,0.059304338124427265,0.01919268913303589,-0.04472667593419839,-0.05879970317274501,0.006863628838566232,0.0036264657521543455,-0.009215542120478384,0.017172205900580308,0.015521040881279018,0.018238552609488062,0.0006739821973079066,-0.002995394261592677,0.006751233838078516,0.004339655797186105,-0.005967849436120699,-0.00133894863264275,0.007898875589926524,0.009396318394355207,0.012889360387907998,0.0014058873284886065,0.003665339104144315,0.002031677077260536,0.002242362445613941,-0.003787069561565921,0.002814926919292834,0.0022625615609930478,0.001745705606998491,-0.0033077362305613763,0.0010950671837840623,0.001947908972205721,0.0005382697749883771,-0.0009298041756679764,0.5,1.9241851536634114,11.837255494717256,8.502277882697662,6.243685828490071,5.903841907534348,10.409978340540782,8.568984314788928,8.156816960874618,12.265118143947292,10.343361346114364,10.886772877008605,9.49347921419075,9.384026538965553,11.642896204556841,11.544927862475916,11.940406271475364,11.87041452326197,12.90051636603484,14.365189494061937,-0.10044092091547756,2.254403865834441,-0.5040879938347638,0.275345771962165,-0.18337908016041787,0.9232752417745196,-0.461778177103953,-0.07626523291777851,-0.55995300461871,-0.28830504142194485
O7E_Ta_4_06,13,O7E,Ta,Loc4,O7E_Ta_4_06,29601.5,19.833043123516227,-4.309834152301384,4.309834152301384,18.698853944477285,0.5304659011388112,17.63795737051779,20.673224738532,0.9432640857504088,0.0423627181055015,0.7128025446732889,17.629525467138922,0.7088233382533257,4.793819382345993,5.70275917094966,6.857591035440817,9.633194889328532,8.543861446213414,10.065752336682607,9.808080914915527,10.173565961416479,10.668634295401427,1.0,6.272315105100923e-17,-1.844798560323801e-18,-0.6462558908873878,-0.0345242421774314,0.02998521994804108,-0.10994139330911576,-0.04881999884406881,0.0396281444573626,0.010770382697202985,-0.015120955780332762,-0.0689815765460667,-0.016915915060725255,0.03241961476480977,0.01749427749877652,0.021439640879539004,-0.005202475727877875,0.00850275915491862,0.005257510515536976,-0.0020076615145526553,-0.006886775191297192,0.017597145657400004,0.0055494071274603705,-0.001261171644227922,-0.0072783576129815545,-0.0005714286009782713,0.0003237520516292584,0.005622790190000428,-0.004547259770871094,0.009294640192237413,-0.001373004931791773,0.001028377655275863,-0.003908985327756704,-0.002894576146200184,0.0011712468725230936,0.007162500087262365,-0.0023623353555501984,0.0060179023643342966,0.0003808073110666007,0.00214144197868626,0.5,1.5662666559759202,6.863242481498246,4.928790209764737,7.078311730892507,5.994047639121128,7.310339836980974,7.867856912702952,9.909881279458219,11.053220890069076,8.63067770695913,11.030916891092453,10.532702267039115,11.051691902088391,9.835194453714882,13.429329142659714,11.344925247468653,10.544550443635483,10.775862428050294,12.954565962951207,0.1768827597074014,-1.8140080356540194,0.9106294940274018,-0.1800743941164486,0.7728755502698617,0.29370602161948756,-0.9046443587137407,0.9016271186586237,0.5598979075200866,0.2713506137284509
O7E_Ta_4_06,14,O7E,Ta,Loc4,O7E_Ta_4_06,70423.5,47.18383569781753,-5.56022079869762,5.56022079869762,44.13455921684081,0.2288355137951784,40.42951337318157,59.29913398611311,0.9160511420210248,0.2567679822786427,0.30440061103508914,41.28234359197989,0.5237043400122207,5.438477359821542,5.159464378060192,7.025539435364845,6.620638708143264,10.832228396007745,7.71465979244362,8.907703966380241,9.438006996369264,10.445293916614968,1.0000000000000002,9.250680085983256e-17,3.382279906437628e-16,-0.21773534399458666,0.01349184727516264,-0.019872132181432658,-0.07266573395675735,0.05324425864583365,0.096656276103282,0.0032404013557417763,0.035970689761774234,-0.02902973211127838,0.006665412637235131,-0.018836621859885327,-0.02463107836654009,0.02778200344037445,0.039857791128246514,0.0035088756850724127,-0.021896609181664042,-0.024181436533504262,3.759658596528167e-05,-0.005992454414416482,0.0015093362690768947,-0.0011471980782680733,0.020109155444047275,-0.0014754587534573536,-0.007575048486255745,-0.020701160185602443,-0.0005766396304537907,0.001018035286910479,0.0026227610961419754,-0.016199897245487357,0.007513797097927208,-0.0055103410996575975,0.008306224141010956,-0.001861068820247045,0.002808868727543263,-0.0006224272957623008,-0.00039029610029867566,-0.0070526707274716485,0.5000000000000002,3.742097124727498,8.150934057326724,5.507156223325425,5.365212164342358,6.841679252104508,8.519079848242194,7.279884936541408,7.130301682252098,7.538675952978091,10.927616215993178,13.229347598354833,8.500938243803269,8.32261498722942,14.194643586821698,8.912774010956737,10.044809143101421,10.225665330594513,12.395157912679656,10.598787139140017,-3.765160647877574,-0.2611695294305044,-1.1631039724695853,0.7430467864467606,1.5627195778688983,0.3174811588972705,0.46077587244988183,-0.25647559083182436,0.09755705716211793,-0.6089250207928699
O7E_Ta_4_06,15,O7E,Ta,Loc4,O7E_Ta_4_06,11189.5,7.496979410860423,-2.906309440042218,2.906309440042218,10.718474543434061,0.8824977233913177,10.207365882921259,7.626624660067402,0.9523151677562276,0.017292997899816736,0.8200309055334051,15.324264646080787,0.9160498785139316,5.075295115597496,7.033700420490847,6.548200715269361,8.19708225653761,8.77414772898599,9.76955743310271,10.727185395456576,10.946445055407859,12.83040213480733,1.0000000000000002,-1.133404120030663e-16,-2.266808240061326e-16,-0.9121950213785772,-0.017753901411752253,-0.06390978966512527,0.08835128795961325,0.017113489501275395,0.02386803921463436,-0.01655079421047751,0.03017437626937189,0.0030366685934283327,-0.01290206753847118,-0.04260124950926537,-0.02220489415098864,-0.01977359524290416,-0.0014113653423437672,-0.0062991528726713975,-0.017320774863208547,-0.014464843477196404,-0.012327867466932804,-0.007936852297510323,-0.009566493203689626,0.0016951745084986304,-0.006441040596790388,0.006232855548700027,0.0022462228529881415,0.005380546699367954,-0.0021435746276891004,-0.00175171473312682,-0.0004245349718473549,0.006003078782027002,-0.002702646770065429,0.0044367683968374975,-0.0025528862896729864,0.0013170598017052928,-0.0008963913571872563,0.0016816764846542824,-0.001264273011243101,-0.00035533781493390286,0.5000000000000002,0.8769501256344636,6.119374687387521,5.509183889060259,7.7709649645730625,7.684594617357371,6.917134220817539,7.7241414094451155,10.778845598988008,8.27573647703315,9.138159530986092,9.961207677665705,10.122446219451222,10.982420754204565,12.472199811043684,10.91912401395042,11.213220457123887,12.398217299844482,13.218997285273412,13.963632905772656,2.1755182591224758,-1.3921757260568455,-1.776923824472734,-0.3312248612890279,-0.6991503459138826,0.5511732236769327,0.5787007365038215,0.21382270280465143,0.5036037772053887,0.2644573508514928
